id,degree,race
"1,112",1,3
"1,113",0,2
"1,114",0,2
"1,115",1,1
"1,116",1,1
"1,117",3,1
"1,118",1,1
"1,119",1,1
"1,120",1,1
"1,121",0,1
"1,123",1,1
"1,124",1,1
"1,125",1,1
"1,126",0,1
"1,127",1,1
"1,128",0,1
"1,129",1,1
"1,131",1,1
"1,132",3,1
"1,133",1,3
"1,134",1,1
"1,135",1,1
"1,136",0,1
"1,137",0,1
"1,138",1,1
"1,139",1,1
"1,140",1,1
"1,141",1,1
"1,142",1,1
"1,143",1,1
"1,144",1,1
"1,145",0,1
"1,146",1,1
"1,147",1,1
"1,148",1,1
"1,149",1,1
"1,150",1,1
"1,151",0,1
"1,152",0,1
"1,153",1,1
"1,154",1,1
"1,155",0,1
"1,156",1,2
"1,157",3,1
"1,158",1,1
"1,159",1,1
"1,160",1,1
"1,161",0,1
"1,162",1,1
"1,163",1,1
"1,164",2,1
"1,165",3,1
"1,166",3,1
"1,167",4,1
"1,168",3,1
"1,169",1,1
"1,170",1,1
"1,171",1,2
"1,172",1,1
"1,173",3,1
"1,174",1,1
"1,175",1,1
"1,176",1,1
"1,177",1,1
"1,178",1,1
"1,179",1,1
"1,180",1,1
"1,181",1,1
"1,182",3,1
"1,183",1,1
"1,185",1,1
"1,186",0,1
"1,187",1,1
"1,188",0,1
"1,189",0,1
"1,190",0,1
"1,191",1,1
"1,192",2,2
"1,193",1,1
"1,194",3,1
"1,195",1,1
"1,196",1,1
"1,197",1,1
"1,198",0,1
"1,199",1,1
"1,200",4,1
"1,201",1,1
"1,202",0,1
"1,203",1,1
"1,204",3,1
"1,205",4,1
"1,206",3,1
"1,208",1,1
"1,209",3,1
"1,210",1,1
"1,211",3,1
"1,212",3,1
"1,213",1,2
"1,214",0,2
"1,215",1,2
"1,216",2,2
"1,217",1,2
"1,219",1,1
"1,220",0,1
"1,221",1,1
"1,222",0,1
"1,223",1,1
"1,224",1,1
"1,225",8,1
"1,226",3,1
"1,227",0,1
"1,228",0,1
"1,229",4,1
"1,230",1,1
"1,231",3,1
"1,233",1,1
"1,234",2,1
"1,235",4,1
"1,236",1,2
"1,237",1,1
"1,238",1,1
"1,239",2,1
"1,240",3,1
"1,241",1,1
"1,242",0,1
"1,243",1,2
"1,244",3,1
"1,245",2,1
"1,246",1,1
"1,247",3,1
"1,248",1,1
"1,249",3,1
"1,250",0,1
"1,251",1,1
"1,252",1,1
"1,253",1,2
"1,254",0,1
"1,255",4,1
"1,256",1,1
"1,257",1,1
"1,258",1,3
"1,259",1,1
"1,260",1,1
"1,261",1,2
"1,262",3,1
"1,263",4,1
"1,264",1,1
"1,265",1,1
"1,266",1,1
"1,267",3,1
"1,268",1,2
"1,269",1,1
"1,270",0,2
"1,271",1,2
"1,272",0,2
"1,273",1,2
"1,274",2,1
"1,275",3,1
"1,278",0,1
"1,279",8,1
"1,280",0,1
"1,281",0,1
"1,282",1,1
"1,283",1,1
"1,284",1,1
"1,286",1,2
"1,288",1,2
"1,289",1,1
"1,290",1,1
"1,291",1,1
"1,292",1,1
"1,293",4,1
"1,294",1,1
"1,295",4,1
"1,296",3,1
"1,297",3,1
"1,298",3,1
"1,299",4,1
"1,300",1,1
"1,301",1,1
"1,302",1,1
"1,303",1,1
"1,305",1,1
"1,306",3,1
"1,307",0,1
"1,308",0,1
"1,309",0,1
"1,310",1,1
"1,311",1,1
"1,312",2,1
"1,313",1,1
"1,314",0,1
"1,315",1,1
"1,317",1,1
"1,318",0,1
"1,319",1,1
"1,320",0,1
"1,321",1,1
"1,322",1,1
"1,323",1,1
"1,324",1,1
"1,325",1,1
"1,326",1,1
"1,327",1,1
"1,328",1,1
"1,329",1,1
"1,330",1,1
"1,331",4,1
"1,332",1,1
"1,333",3,1
"1,334",1,1
"1,335",1,1
"1,336",0,1
"1,337",1,1
"1,338",1,1
"1,339",9,2
"1,340",1,1
"1,342",0,2
"1,343",0,2
"1,344",9,1
"1,345",3,1
"1,346",0,2
"1,347",1,1
"1,348",3,1
"1,349",1,1
"1,350",2,1
"1,351",1,1
"1,353",1,1
"1,354",4,1
"1,355",1,2
"1,356",3,3
"1,357",1,2
"1,358",0,1
"1,359",1,1
"1,360",1,1
"1,361",1,1
"1,362",1,1
"1,363",1,1
"1,364",1,1
"1,365",1,1
"1,366",1,1
"1,367",1,1
"1,368",4,1
"1,369",3,1
"1,370",1,1
"1,371",1,1
"1,372",4,3
"1,373",3,1
"1,374",1,1
"1,375",1,1
"1,376",0,1
"1,377",3,1
"1,378",3,1
"1,379",1,1
"1,380",1,1
"1,381",1,1
"1,382",1,1
"1,383",3,1
"1,384",4,3
"1,386",1,1
"1,388",2,1
"1,389",3,1
"1,390",1,1
"1,391",1,1
"1,392",1,1
"1,393",1,1
"1,394",1,1
"1,395",0,1
"1,396",0,1
"1,397",3,1
"1,398",1,1
"1,399",1,1
"1,400",1,1
"1,401",2,1
"1,403",1,1
"1,404",0,1
"1,405",1,1
"1,406",1,1
"1,407",1,1
"1,408",1,1
"1,409",4,1
"1,410",3,1
"1,411",2,1
"1,412",0,1
"1,413",3,1
"1,414",1,1
"1,416",3,1
"1,418",3,1
"1,419",0,1
"1,420",1,1
"1,421",2,1
"1,422",0,1
"1,423",4,1
"1,424",1,1
"1,425",1,1
"1,426",0,1
"1,427",1,1
"1,428",0,1
"1,429",1,1
"1,430",1,1
"1,431",1,1
"1,432",3,1
"1,433",1,1
"1,434",0,1
"1,436",0,1
"1,437",1,1
"1,438",0,1
"1,440",0,1
"1,441",1,1
"1,442",0,1
"1,443",0,1
"1,444",1,1
"1,445",1,1
"1,447",1,1
"1,448",1,1
"1,449",1,1
"1,450",0,1
"1,451",0,1
"1,452",1,1
"1,453",2,1
"1,454",3,1
"1,455",3,1
"1,456",1,3
"1,457",2,3
"1,458",1,1
"1,459",4,3
"1,460",1,2
"1,462",1,1
"1,463",1,1
"1,464",3,1
"1,465",3,1
"1,466",3,1
"1,467",1,1
"1,468",0,1
"1,470",1,1
"1,472",0,3
"1,473",1,1
"1,474",1,1
"1,475",0,1
"1,476",3,1
"1,477",0,1
"1,478",1,1
"1,479",1,1
"1,480",1,1
"1,481",1,1
"1,482",3,1
"1,483",1,1
"1,484",1,1
"1,485",1,1
"1,486",2,1
"1,487",1,1
"1,488",2,1
"1,489",1,1
"1,490",4,1
"1,491",1,1
"1,492",1,2
"1,494",0,2
"1,495",1,2
"1,496",0,2
"1,497",1,1
"1,498",1,1
"1,499",0,1
"1,500",1,1
"1,501",1,1
"1,502",0,1
"1,503",0,1
"1,504",1,1
"1,505",4,1
"1,506",0,1
"1,508",0,1
"1,509",0,1
"1,510",0,1
"1,511",1,2
"1,512",1,1
"1,513",0,1
"1,514",1,1
"1,515",1,1
"1,516",0,1
"1,517",0,1
"1,518",0,1
"1,519",1,1
"1,520",1,1
"1,521",1,1
"1,522",0,1
"1,523",0,1
"1,524",0,1
"1,526",1,1
"1,527",3,1
"1,528",0,2
"1,529",1,1
"1,530",4,2
"1,531",0,2
"1,532",1,2
"1,533",1,2
"1,534",1,1
"1,535",1,1
"1,536",0,2
"1,538",0,2
"1,539",1,2
"1,540",1,2
"1,541",1,1
"1,542",2,1
"1,543",1,1
"1,544",1,1
"1,545",1,1
"1,546",3,1
"1,547",2,1
"1,548",3,1
"1,550",2,1
"1,551",1,1
"1,552",0,1
"1,553",1,1
"1,555",3,1
"1,556",1,1
"1,557",0,1
"1,558",1,2
"1,559",0,1
"1,560",1,1
"1,561",1,1
"1,562",0,1
"1,563",1,1
"1,565",1,1
"1,566",1,2
"1,567",0,1
"1,568",1,1
"1,569",0,1
"1,570",0,1
"1,571",1,1
"1,572",1,1
"1,573",4,1
"1,574",1,1
"1,575",1,1
"1,576",0,1
"1,577",1,1
"1,578",1,1
"1,580",1,1
"1,581",2,1
"1,582",1,3
"1,583",3,1
"1,584",1,1
"1,585",3,1
"1,586",1,1
"1,587",1,1
"1,588",1,1
"1,589",0,1
"1,591",1,1
"1,593",1,1
"1,594",0,1
"1,595",1,1
"1,596",2,1
"1,597",3,1
"1,598",1,1
"1,599",1,1
"1,600",1,1
"1,601",4,1
"1,602",3,2
"1,603",4,1
"1,604",3,1
"1,605",3,1
"1,606",3,1
